"","Country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","gdp_for_year....","gdp_per_capita....","generation"
"1949","Estonia",2013,"female","75+ years",18,82614,21.79,"Estonia2013",25137153149,20221,"Silent"
"1950","Estonia",2013,"male","15-24 years",15,78163,19.19,"Estonia2013",25137153149,20221,"Millenials"
"1951","Estonia",2013,"female","35-54 years",13,181855,7.15,"Estonia2013",25137153149,20221,"Generation X"
"1952","Estonia",2013,"female","55-74 years",12,172334,6.96,"Estonia2013",25137153149,20221,"Boomers"
"1953","Estonia",2013,"female","15-24 years",2,73430,2.72,"Estonia2013",25137153149,20221,"Millenials"
"1954","Estonia",2013,"female","25-34 years",2,91438,2.19,"Estonia2013",25137153149,20221,"Millenials"
"1955","Estonia",2013,"male","5-14 years",1,68210,1.47,"Estonia2013",25137153149,20221,"Generation Z"
"1956","Estonia",2013,"female","5-14 years",0,64312,0,"Estonia2013",25137153149,20221,"Generation Z"
"1957","Estonia",2014,"male","75+ years",26,33259,78.17,"Estonia2014",26224622451,21117,"Silent"
"1958","Estonia",2014,"male","55-74 years",50,124940,40.02,"Estonia2014",26224622451,21117,"Boomers"
"1959","Estonia",2014,"male","25-34 years",39,97957,39.81,"Estonia2014",26224622451,21117,"Millenials"
"1960","Estonia",2014,"male","35-54 years",57,177676,32.08,"Estonia2014",26224622451,21117,"Generation X"
"1961","Estonia",2014,"male","15-24 years",19,73521,25.84,"Estonia2014",26224622451,21117,"Millenials"
"1962","Estonia",2014,"female","75+ years",13,84886,15.31,"Estonia2014",26224622451,21117,"Silent"
"1963","Estonia",2014,"female","35-54 years",16,180093,8.88,"Estonia2014",26224622451,21117,"Generation X"
"1964","Estonia",2014,"female","25-34 years",8,92159,8.68,"Estonia2014",26224622451,21117,"Millenials"
"1965","Estonia",2014,"female","55-74 years",10,172116,5.81,"Estonia2014",26224622451,21117,"Boomers"
"1966","Estonia",2014,"male","5-14 years",2,69999,2.86,"Estonia2014",26224622451,21117,"Generation Z"
"1967","Estonia",2014,"female","15-24 years",1,69127,1.45,"Estonia2014",26224622451,21117,"Millenials"
"1968","Estonia",2014,"female","5-14 years",0,66119,0,"Estonia2014",26224622451,21117,"Generation Z"
"1969","Estonia",2015,"male","75+ years",20,34253,58.39,"Estonia2015",22566956982,18149,"Silent"
"1970","Estonia",2015,"male","55-74 years",44,126556,34.77,"Estonia2015",22566956982,18149,"Boomers"
"1971","Estonia",2015,"male","15-24 years",21,70165,29.93,"Estonia2015",22566956982,18149,"Millenials"
"1972","Estonia",2015,"male","35-54 years",48,177053,27.11,"Estonia2015",22566956982,18149,"Generation X"
"1973","Estonia",2015,"male","25-34 years",25,99448,25.14,"Estonia2015",22566956982,18149,"Millenials"
"1974","Estonia",2015,"female","75+ years",9,86804,10.37,"Estonia2015",22566956982,18149,"Silent"
"1975","Estonia",2015,"female","55-74 years",12,172429,6.96,"Estonia2015",22566956982,18149,"Boomers"
"1976","Estonia",2015,"female","35-54 years",11,178380,6.17,"Estonia2015",22566956982,18149,"Generation X"
"1977","Estonia",2015,"female","25-34 years",2,92783,2.16,"Estonia2015",22566956982,18149,"Millenials"
"1978","Estonia",2015,"female","15-24 years",1,66216,1.51,"Estonia2015",22566956982,18149,"Millenials"
"1979","Estonia",2015,"female","5-14 years",1,67802,1.47,"Estonia2015",22566956982,18149,"Generation Z"
"1980","Estonia",2015,"male","5-14 years",1,71561,1.4,"Estonia2015",22566956982,18149,"Generation Z"
"1981","Finland",1995,"male","35-54 years",489,778700,62.8,"Finland1995",134199346405,28068,"Boomers"
"1982","Finland",1995,"male","75+ years",49,89200,54.93,"Finland1995",134199346405,28068,"G.I. Generation"
"1983","Finland",1995,"male","55-74 years",226,424900,53.19,"Finland1995",134199346405,28068,"Silent"
"1984","Finland",1995,"male","25-34 years",194,374600,51.79,"Finland1995",134199346405,28068,"Generation X"
"1985","Finland",1995,"male","15-24 years",118,322700,36.57,"Finland1995",134199346405,28068,"Generation X"
"1986","Finland",1995,"female","35-54 years",138,754600,18.29,"Finland1995",134199346405,28068,"Boomers"
"1987","Finland",1995,"female","55-74 years",76,516300,14.72,"Finland1995",134199346405,28068,"Silent"
"1988","Finland",1995,"female","25-34 years",48,358900,13.37,"Finland1995",134199346405,28068,"Generation X"
"1989","Finland",1995,"female","75+ years",20,206800,9.67,"Finland1995",134199346405,28068,"G.I. Generation"
"1990","Finland",1995,"female","15-24 years",26,308900,8.42,"Finland1995",134199346405,28068,"Generation X"
"1991","Finland",1995,"male","5-14 years",4,330200,1.21,"Finland1995",134199346405,28068,"Millenials"
"1992","Finland",1995,"female","5-14 years",0,315500,0,"Finland1995",134199346405,28068,"Millenials"
"1993","Finland",1996,"male","35-54 years",439,784900,55.93,"Finland1996",132099404608,27508,"Boomers"
"1994","Finland",1996,"male","25-34 years",183,367300,49.82,"Finland1996",132099404608,27508,"Generation X"
"1995","Finland",1996,"male","75+ years",44,91800,47.93,"Finland1996",132099404608,27508,"G.I. Generation"
"1996","Finland",1996,"male","55-74 years",186,432600,43,"Finland1996",132099404608,27508,"Silent"
"1997","Finland",1996,"male","15-24 years",110,324000,33.95,"Finland1996",132099404608,27508,"Generation X"
"1998","Finland",1996,"female","35-54 years",123,760900,16.17,"Finland1996",132099404608,27508,"Boomers"
"1999","Finland",1996,"female","55-74 years",76,518600,14.65,"Finland1996",132099404608,27508,"Silent"
"2000","Finland",1996,"female","25-34 years",44,352400,12.49,"Finland1996",132099404608,27508,"Generation X"
"2001","Finland",1996,"female","75+ years",15,212000,7.08,"Finland1996",132099404608,27508,"G.I. Generation"
"2002","Finland",1996,"female","15-24 years",21,310000,6.77,"Finland1996",132099404608,27508,"Generation X"
"2003","Finland",1996,"female","5-14 years",3,316600,0.95,"Finland1996",132099404608,27508,"Millenials"
"2004","Finland",1996,"male","5-14 years",3,331100,0.91,"Finland1996",132099404608,27508,"Millenials"
"2005","Finland",1997,"male","35-54 years",473,791600,59.75,"Finland1997",126833123354,26296,"Boomers"
"2006","Finland",1997,"male","75+ years",53,94200,56.26,"Finland1997",126833123354,26296,"G.I. Generation"
"2007","Finland",1997,"male","25-34 years",179,359000,49.86,"Finland1997",126833123354,26296,"Generation X"
"2008","Finland",1997,"male","55-74 years",204,439900,46.37,"Finland1997",126833123354,26296,"Silent"
"2009","Finland",1997,"male","15-24 years",128,327400,39.1,"Finland1997",126833123354,26296,"Generation X"
"2010","Finland",1997,"female","35-54 years",133,767800,17.32,"Finland1997",126833123354,26296,"Boomers"
"2011","Finland",1997,"female","55-74 years",65,520600,12.49,"Finland1997",126833123354,26296,"Silent"
"2012","Finland",1997,"female","25-34 years",43,344700,12.47,"Finland1997",126833123354,26296,"Generation X"
"2013","Finland",1997,"female","75+ years",19,216600,8.77,"Finland1997",126833123354,26296,"G.I. Generation"
"2014","Finland",1997,"female","15-24 years",22,313000,7.03,"Finland1997",126833123354,26296,"Generation X"
"2015","Finland",1997,"female","5-14 years",2,317100,0.63,"Finland1997",126833123354,26296,"Millenials"
"2016","Finland",1997,"male","5-14 years",1,331300,0.3,"Finland1997",126833123354,26296,"Millenials"
"2017","Finland",1998,"male","75+ years",64,97127,65.89,"Finland1998",133936359591,27646,"G.I. Generation"
"2018","Finland",1998,"male","35-54 years",413,800963,51.56,"Finland1998",133936359591,27646,"Boomers"
"2019","Finland",1998,"male","25-34 years",172,349779,49.17,"Finland1998",133936359591,27646,"Generation X"
"2020","Finland",1998,"male","55-74 years",212,444259,47.72,"Finland1998",133936359591,27646,"Silent"
"2021","Finland",1998,"male","15-24 years",98,332503,29.47,"Finland1998",133936359591,27646,"Generation X"
"2022","Finland",1998,"female","55-74 years",77,519680,14.82,"Finland1998",133936359591,27646,"Silent"
"2023","Finland",1998,"female","35-54 years",105,777618,13.5,"Finland1998",133936359591,27646,"Boomers"
"2024","Finland",1998,"female","25-34 years",38,335477,11.33,"Finland1998",133936359591,27646,"Generation X"
"2025","Finland",1998,"female","75+ years",19,221795,8.57,"Finland1998",133936359591,27646,"G.I. Generation"
"2026","Finland",1998,"female","15-24 years",25,318057,7.86,"Finland1998",133936359591,27646,"Generation X"
"2027","Finland",1998,"male","5-14 years",3,330609,0.91,"Finland1998",133936359591,27646,"Millenials"
"2028","Finland",1998,"female","5-14 years",2,316806,0.63,"Finland1998",133936359591,27646,"Millenials"
"2029","Finland",1999,"male","75+ years",52,100555,51.71,"Finland1999",135225868315,27800,"G.I. Generation"
"2030","Finland",1999,"male","35-54 years",408,806621,50.58,"Finland1999",135225868315,27800,"Boomers"
"2031","Finland",1999,"male","25-34 years",167,341340,48.92,"Finland1999",135225868315,27800,"Generation X"
"2032","Finland",1999,"male","55-74 years",204,451311,45.2,"Finland1999",135225868315,27800,"Silent"
"2033","Finland",1999,"male","15-24 years",122,336495,36.26,"Finland1999",135225868315,27800,"Generation X"
"2034","Finland",1999,"female","35-54 years",118,783884,15.05,"Finland1999",135225868315,27800,"Boomers"
"2035","Finland",1999,"female","55-74 years",68,522239,13.02,"Finland1999",135225868315,27800,"Silent"
"2036","Finland",1999,"female","25-34 years",36,327315,11,"Finland1999",135225868315,27800,"Generation X"
"2037","Finland",1999,"female","15-24 years",19,321801,5.9,"Finland1999",135225868315,27800,"Generation X"
"2038","Finland",1999,"female","75+ years",11,226849,4.85,"Finland1999",135225868315,27800,"G.I. Generation"
"2039","Finland",1999,"female","5-14 years",1,316199,0.32,"Finland1999",135225868315,27800,"Millenials"
"2040","Finland",1999,"male","5-14 years",1,329646,0.3,"Finland1999",135225868315,27800,"Millenials"
"2041","Finland",2000,"male","35-54 years",402,806796,49.83,"Finland2000",125539893127,25716,"Boomers"
"2042","Finland",2000,"male","25-34 years",156,335796,46.46,"Finland2000",125539893127,25716,"Generation X"
"2043","Finland",2000,"male","75+ years",44,104437,42.13,"Finland2000",125539893127,25716,"G.I. Generation"
"2044","Finland",2000,"male","55-74 years",166,462422,35.9,"Finland2000",125539893127,25716,"Silent"
"2045","Finland",2000,"male","15-24 years",105,337152,31.14,"Finland2000",125539893127,25716,"Generation X"
"2046","Finland",2000,"female","55-74 years",84,529071,15.88,"Finland2000",125539893127,25716,"Silent"
"2047","Finland",2000,"female","35-54 years",122,785167,15.54,"Finland2000",125539893127,25716,"Boomers"
"2048","Finland",2000,"female","25-34 years",41,321757,12.74,"Finland2000",125539893127,25716,"Generation X"
"2049","Finland",2000,"female","15-24 years",26,322489,8.06,"Finland2000",125539893127,25716,"Generation X"
"2050","Finland",2000,"female","75+ years",17,231463,7.34,"Finland2000",125539893127,25716,"G.I. Generation"
"2051","Finland",2000,"female","5-14 years",2,315989,0.63,"Finland2000",125539893127,25716,"Millenials"
"2052","Finland",2000,"male","5-14 years",0,329281,0,"Finland2000",125539893127,25716,"Millenials"
"2053","Finland",2001,"male","35-54 years",429,800866,53.57,"Finland2001",129250111857,26383,"Boomers"
"2054","Finland",2001,"male","25-34 years",156,332298,46.95,"Finland2001",129250111857,26383,"Generation X"
"2055","Finland",2001,"male","55-74 years",207,479037,43.21,"Finland2001",129250111857,26383,"Silent"
"2056","Finland",2001,"male","75+ years",44,108828,40.43,"Finland2001",129250111857,26383,"Silent"
"2057","Finland",2001,"male","15-24 years",93,335676,27.71,"Finland2001",129250111857,26383,"Millenials"
"2058","Finland",2001,"female","35-54 years",130,780440,16.66,"Finland2001",129250111857,26383,"Boomers"
"2059","Finland",2001,"female","55-74 years",72,541576,13.29,"Finland2001",129250111857,26383,"Silent"
"2060","Finland",2001,"female","75+ years",23,236217,9.74,"Finland2001",129250111857,26383,"Silent"
"2061","Finland",2001,"female","25-34 years",23,317879,7.24,"Finland2001",129250111857,26383,"Generation X"
"2062","Finland",2001,"female","15-24 years",22,321239,6.85,"Finland2001",129250111857,26383,"Millenials"
"2063","Finland",2001,"male","5-14 years",4,329122,1.22,"Finland2001",129250111857,26383,"Millenials"
"2064","Finland",2001,"female","5-14 years",1,315805,0.32,"Finland2001",129250111857,26383,"Millenials"
"2065","Finland",2002,"male","75+ years",57,113353,50.29,"Finland2002",139552983249,28390,"Silent"
"2066","Finland",2002,"male","35-54 years",339,792737,42.76,"Finland2002",139552983249,28390,"Boomers"
"2067","Finland",2002,"male","55-74 years",204,497865,40.97,"Finland2002",139552983249,28390,"Silent"
"2068","Finland",2002,"male","25-34 years",124,329350,37.65,"Finland2002",139552983249,28390,"Generation X"
"2069","Finland",2002,"male","15-24 years",97,333547,29.08,"Finland2002",139552983249,28390,"Millenials"
"2070","Finland",2002,"female","35-54 years",125,773011,16.17,"Finland2002",139552983249,28390,"Boomers"
"2071","Finland",2002,"female","55-74 years",75,557098,13.46,"Finland2002",139552983249,28390,"Silent"
"2072","Finland",2002,"female","25-34 years",30,314846,9.53,"Finland2002",139552983249,28390,"Generation X"
"2073","Finland",2002,"female","75+ years",18,240441,7.49,"Finland2002",139552983249,28390,"Silent"
"2074","Finland",2002,"female","15-24 years",23,319060,7.21,"Finland2002",139552983249,28390,"Millenials"
"2075","Finland",2002,"male","5-14 years",3,328694,0.91,"Finland2002",139552983249,28390,"Millenials"
"2076","Finland",2002,"female","5-14 years",0,315612,0,"Finland2002",139552983249,28390,"Millenials"
"2077","Finland",2003,"male","35-54 years",376,783442,47.99,"Finland2003",171071106095,34701,"Boomers"
"2078","Finland",2003,"male","75+ years",52,118318,43.95,"Finland2003",171071106095,34701,"Silent"
"2079","Finland",2003,"male","55-74 years",176,516435,34.08,"Finland2003",171071106095,34701,"Silent"
"2080","Finland",2003,"male","25-34 years",111,326748,33.97,"Finland2003",171071106095,34701,"Generation X"
"2081","Finland",2003,"male","15-24 years",95,332460,28.57,"Finland2003",171071106095,34701,"Millenials"
"2082","Finland",2003,"female","35-54 years",112,764626,14.65,"Finland2003",171071106095,34701,"Boomers"
"2083","Finland",2003,"female","55-74 years",72,572548,12.58,"Finland2003",171071106095,34701,"Silent"
"2084","Finland",2003,"female","75+ years",22,244738,8.99,"Finland2003",171071106095,34701,"Silent"
"2085","Finland",2003,"female","15-24 years",27,318049,8.49,"Finland2003",171071106095,34701,"Millenials"
"2086","Finland",2003,"female","25-34 years",25,312105,8.01,"Finland2003",171071106095,34701,"Generation X"
"2087","Finland",2003,"male","5-14 years",5,326551,1.53,"Finland2003",171071106095,34701,"Millenials"
"2088","Finland",2003,"female","5-14 years",2,313836,0.64,"Finland2003",171071106095,34701,"Millenials"
"2089","Finland",2004,"male","55-74 years",220,533983,41.2,"Finland2004",196768065557,39793,"Silent"
"2090","Finland",2004,"male","35-54 years",310,772775,40.12,"Finland2004",196768065557,39793,"Boomers"
"2091","Finland",2004,"male","75+ years",49,123863,39.56,"Finland2004",196768065557,39793,"Silent"
"2092","Finland",2004,"male","25-34 years",119,325806,36.52,"Finland2004",196768065557,39793,"Generation X"
"2093","Finland",2004,"male","15-24 years",110,332773,33.06,"Finland2004",196768065557,39793,"Millenials"
"2094","Finland",2004,"female","35-54 years",116,755108,15.36,"Finland2004",196768065557,39793,"Boomers"
"2095","Finland",2004,"female","15-24 years",31,318275,9.74,"Finland2004",196768065557,39793,"Millenials"
"2096","Finland",2004,"female","25-34 years",30,311087,9.64,"Finland2004",196768065557,39793,"Generation X"
"2097","Finland",2004,"female","55-74 years",54,586736,9.2,"Finland2004",196768065557,39793,"Silent"
"2098","Finland",2004,"female","75+ years",20,250445,7.99,"Finland2004",196768065557,39793,"Silent"
"2099","Finland",2004,"male","5-14 years",4,323186,1.24,"Finland2004",196768065557,39793,"Millenials"
"2100","Finland",2004,"female","5-14 years",1,310728,0.32,"Finland2004",196768065557,39793,"Millenials"
"2101","Finland",2005,"male","75+ years",64,129632,49.37,"Finland2005",204436015421,41202,"Silent"
"2102","Finland",2005,"male","35-54 years",299,761907,39.24,"Finland2005",204436015421,41202,"Boomers"
"2103","Finland",2005,"male","55-74 years",194,550032,35.27,"Finland2005",204436015421,41202,"Silent"
"2104","Finland",2005,"male","25-34 years",99,326851,30.29,"Finland2005",204436015421,41202,"Generation X"
"2105","Finland",2005,"male","15-24 years",68,333948,20.36,"Finland2005",204436015421,41202,"Millenials"
"2106","Finland",2005,"female","35-54 years",109,745397,14.62,"Finland2005",204436015421,41202,"Boomers"
"2107","Finland",2005,"female","55-74 years",74,599482,12.34,"Finland2005",204436015421,41202,"Silent"
"2108","Finland",2005,"female","15-24 years",33,319226,10.34,"Finland2005",204436015421,41202,"Millenials"
"2109","Finland",2005,"female","25-34 years",32,311835,10.26,"Finland2005",204436015421,41202,"Generation X"
"2110","Finland",2005,"female","75+ years",20,257062,7.78,"Finland2005",204436015421,41202,"Silent"
"2111","Finland",2005,"female","5-14 years",2,307005,0.65,"Finland2005",204436015421,41202,"Millenials"
"2112","Finland",2005,"male","5-14 years",0,319407,0,"Finland2005",204436015421,41202,"Millenials"
"2113","Finland",2006,"male","35-54 years",310,752178,41.21,"Finland2006",216552502823,43487,"Boomers"
"2114","Finland",2006,"male","55-74 years",225,564074,39.89,"Finland2006",216552502823,43487,"Silent"
"2115","Finland",2006,"male","25-34 years",113,329601,34.28,"Finland2006",216552502823,43487,"Generation X"
"2116","Finland",2006,"male","75+ years",44,135396,32.5,"Finland2006",216552502823,43487,"Silent"
"2117","Finland",2006,"male","15-24 years",108,335416,32.2,"Finland2006",216552502823,43487,"Millenials"
"2118","Finland",2006,"female","35-54 years",104,736648,14.12,"Finland2006",216552502823,43487,"Boomers"
"2119","Finland",2006,"female","55-74 years",78,611527,12.75,"Finland2006",216552502823,43487,"Silent"
"2120","Finland",2006,"female","25-34 years",33,313759,10.52,"Finland2006",216552502823,43487,"Generation X"
"2121","Finland",2006,"female","75+ years",24,262936,9.13,"Finland2006",216552502823,43487,"Silent"
"2122","Finland",2006,"female","15-24 years",19,320699,5.92,"Finland2006",216552502823,43487,"Millenials"
"2123","Finland",2006,"male","5-14 years",3,315017,0.95,"Finland2006",216552502823,43487,"Millenials"
"2124","Finland",2006,"female","5-14 years",1,302489,0.33,"Finland2006",216552502823,43487,"Millenials"
"2125","Finland",2007,"male","75+ years",58,140553,41.27,"Finland2007",255384615385,51089,"Silent"
"2126","Finland",2007,"male","35-54 years",297,742406,40.01,"Finland2007",255384615385,51089,"Boomers"
"2127","Finland",2007,"male","55-74 years",203,577963,35.12,"Finland2007",255384615385,51089,"Silent"
"2128","Finland",2007,"male","25-34 years",101,334628,30.18,"Finland2007",255384615385,51089,"Generation X"
"2129","Finland",2007,"male","15-24 years",89,336401,26.46,"Finland2007",255384615385,51089,"Millenials"
"2130","Finland",2007,"female","55-74 years",83,624243,13.3,"Finland2007",255384615385,51089,"Silent"
"2131","Finland",2007,"female","35-54 years",89,727224,12.24,"Finland2007",255384615385,51089,"Boomers"
"2132","Finland",2007,"female","15-24 years",31,321868,9.63,"Finland2007",255384615385,51089,"Millenials"
"2133","Finland",2007,"female","25-34 years",24,317967,7.55,"Finland2007",255384615385,51089,"Generation X"
"2134","Finland",2007,"female","75+ years",17,267590,6.35,"Finland2007",255384615385,51089,"Silent"
"2135","Finland",2007,"male","5-14 years",3,310283,0.97,"Finland2007",255384615385,51089,"Generation Z"
"2136","Finland",2007,"female","5-14 years",0,297727,0,"Finland2007",255384615385,51089,"Generation Z"
"2137","Finland",2008,"male","35-54 years",331,732583,45.18,"Finland2008",283742493042,56521,"Boomers"
"2138","Finland",2008,"male","55-74 years",225,592016,38.01,"Finland2008",283742493042,56521,"Silent"
"2139","Finland",2008,"male","25-34 years",116,342053,33.91,"Finland2008",283742493042,56521,"Generation X"
"2140","Finland",2008,"male","75+ years",46,145022,31.72,"Finland2008",283742493042,56521,"Silent"
"2141","Finland",2008,"male","15-24 years",81,336624,24.06,"Finland2008",283742493042,56521,"Millenials"
"2142","Finland",2008,"female","35-54 years",91,716879,12.69,"Finland2008",283742493042,56521,"Boomers"
"2143","Finland",2008,"female","55-74 years",68,637681,10.66,"Finland2008",283742493042,56521,"Silent"
"2144","Finland",2008,"female","25-34 years",32,324511,9.86,"Finland2008",283742493042,56521,"Generation X"
"2145","Finland",2008,"female","15-24 years",26,322278,8.07,"Finland2008",283742493042,56521,"Millenials"
"2146","Finland",2008,"female","75+ years",13,270887,4.8,"Finland2008",283742493042,56521,"Silent"
"2147","Finland",2008,"female","5-14 years",2,293500,0.68,"Finland2008",283742493042,56521,"Generation Z"
"2148","Finland",2008,"male","5-14 years",2,306062,0.65,"Finland2008",283742493042,56521,"Generation Z"
"2149","Finland",2009,"male","35-54 years",293,724700,40.43,"Finland2009",251499027508,49878,"Boomers"
"2150","Finland",2009,"male","75+ years",57,149329,38.17,"Finland2009",251499027508,49878,"Silent"
"2151","Finland",2009,"male","25-34 years",121,348421,34.73,"Finland2009",251499027508,49878,"Generation X"
"2152","Finland",2009,"male","55-74 years",201,604904,33.23,"Finland2009",251499027508,49878,"Silent"
"2153","Finland",2009,"male","15-24 years",89,336510,26.45,"Finland2009",251499027508,49878,"Millenials"
"2154","Finland",2009,"female","35-54 years",100,708103,14.12,"Finland2009",251499027508,49878,"Boomers"
"2155","Finland",2009,"female","55-74 years",84,650862,12.91,"Finland2009",251499027508,49878,"Silent"
"2156","Finland",2009,"female","25-34 years",40,330127,12.12,"Finland2009",251499027508,49878,"Generation X"
"2157","Finland",2009,"female","15-24 years",28,322353,8.69,"Finland2009",251499027508,49878,"Millenials"
"2158","Finland",2009,"female","75+ years",20,273822,7.3,"Finland2009",251499027508,49878,"Silent"
"2159","Finland",2009,"female","5-14 years",1,290188,0.34,"Finland2009",251499027508,49878,"Generation Z"
"2160","Finland",2009,"male","5-14 years",0,302997,0,"Finland2009",251499027508,49878,"Generation Z"
"2161","Finland",2010,"male","25-34 years",119,351262,33.88,"Finland2010",247799815768,48939,"Generation X"
"2162","Finland",2010,"male","75+ years",52,153947,33.78,"Finland2010",247799815768,48939,"Silent"
"2163","Finland",2010,"male","35-54 years",241,719196,33.51,"Finland2010",247799815768,48939,"Generation X"
"2164","Finland",2010,"male","55-74 years",200,616801,32.43,"Finland2010",247799815768,48939,"Silent"
"2165","Finland",2010,"male","15-24 years",105,336807,31.18,"Finland2010",247799815768,48939,"Millenials"
"2166","Finland",2010,"female","25-34 years",37,332711,11.12,"Finland2010",247799815768,48939,"Generation X"
"2167","Finland",2010,"female","35-54 years",77,701523,10.98,"Finland2010",247799815768,48939,"Generation X"
"2168","Finland",2010,"female","55-74 years",69,663064,10.41,"Finland2010",247799815768,48939,"Silent"
"2169","Finland",2010,"female","15-24 years",30,322681,9.3,"Finland2010",247799815768,48939,"Millenials"
"2170","Finland",2010,"female","75+ years",23,277369,8.29,"Finland2010",247799815768,48939,"Silent"
"2171","Finland",2010,"male","5-14 years",1,300513,0.33,"Finland2010",247799815768,48939,"Generation Z"
"2172","Finland",2010,"female","5-14 years",0,287620,0,"Finland2010",247799815768,48939,"Generation Z"
"2173","Finland",2011,"male","75+ years",64,158719,40.32,"Finland2011",273674236773,53809,"Silent"
"2174","Finland",2011,"male","35-54 years",259,715014,36.22,"Finland2011",273674236773,53809,"Generation X"
"2175","Finland",2011,"male","55-74 years",191,628483,30.39,"Finland2011",273674236773,53809,"Boomers"
"2176","Finland",2011,"male","25-34 years",105,352092,29.82,"Finland2011",273674236773,53809,"Millenials"
"2177","Finland",2011,"male","15-24 years",89,337265,26.39,"Finland2011",273674236773,53809,"Millenials"
"2178","Finland",2011,"female","55-74 years",73,674645,10.82,"Finland2011",273674236773,53809,"Boomers"
"2179","Finland",2011,"female","35-54 years",67,696397,9.62,"Finland2011",273674236773,53809,"Generation X"
"2180","Finland",2011,"female","15-24 years",27,322992,8.36,"Finland2011",273674236773,53809,"Millenials"
"2181","Finland",2011,"female","25-34 years",26,333422,7.8,"Finland2011",273674236773,53809,"Millenials"
"2182","Finland",2011,"female","75+ years",9,280924,3.2,"Finland2011",273674236773,53809,"Silent"
"2183","Finland",2011,"male","5-14 years",2,299347,0.67,"Finland2011",273674236773,53809,"Generation Z"
"2184","Finland",2011,"female","5-14 years",0,286685,0,"Finland2011",273674236773,53809,"Generation Z"
"2185","Finland",2012,"male","35-54 years",235,711920,33.01,"Finland2012",256706466091,50232,"Generation X"
"2186","Finland",2012,"male","55-74 years",195,639345,30.5,"Finland2012",256706466091,50232,"Boomers"
"2187","Finland",2012,"male","75+ years",49,163645,29.94,"Finland2012",256706466091,50232,"Silent"
"2188","Finland",2012,"male","25-34 years",91,352467,25.82,"Finland2012",256706466091,50232,"Millenials"
"2189","Finland",2012,"male","15-24 years",85,337342,25.2,"Finland2012",256706466091,50232,"Millenials"
"2190","Finland",2012,"female","55-74 years",87,685183,12.7,"Finland2012",256706466091,50232,"Boomers"
"2191","Finland",2012,"female","15-24 years",32,323218,9.9,"Finland2012",256706466091,50232,"Millenials"
"2192","Finland",2012,"female","35-54 years",65,692612,9.38,"Finland2012",256706466091,50232,"Generation X"
"2193","Finland",2012,"female","25-34 years",27,333404,8.1,"Finland2012",256706466091,50232,"Millenials"
"2194","Finland",2012,"female","75+ years",7,284657,2.46,"Finland2012",256706466091,50232,"Silent"
"2195","Finland",2012,"female","5-14 years",0,286874,0,"Finland2012",256706466091,50232,"Generation Z"
"2196","Finland",2012,"male","5-14 years",0,299783,0,"Finland2012",256706466091,50232,"Generation Z"
"2197","Finland",2013,"male","25-34 years",131,353828,37.02,"Finland2013",269980111643,52572,"Millenials"
"2198","Finland",2013,"male","55-74 years",216,647538,33.36,"Finland2013",269980111643,52572,"Boomers"
"2199","Finland",2013,"male","75+ years",56,169485,33.04,"Finland2013",269980111643,52572,"Silent"
"2200","Finland",2013,"male","35-54 years",194,710389,27.31,"Finland2013",269980111643,52572,"Generation X"
"2201","Finland",2013,"male","15-24 years",68,335688,20.26,"Finland2013",269980111643,52572,"Millenials"
"2202","Finland",2013,"female","35-54 years",72,690084,10.43,"Finland2013",269980111643,52572,"Generation X"
"2203","Finland",2013,"female","55-74 years",69,693297,9.95,"Finland2013",269980111643,52572,"Boomers"
"2204","Finland",2013,"female","15-24 years",31,321757,9.63,"Finland2013",269980111643,52572,"Millenials"
"2205","Finland",2013,"female","25-34 years",31,334557,9.27,"Finland2013",269980111643,52572,"Millenials"
"2206","Finland",2013,"female","75+ years",17,289147,5.88,"Finland2013",269980111643,52572,"Silent"
"2207","Finland",2013,"female","5-14 years",1,288186,0.35,"Finland2013",269980111643,52572,"Generation Z"
"2208","Finland",2013,"male","5-14 years",1,301477,0.33,"Finland2013",269980111643,52572,"Generation Z"
"2209","Finland",2014,"male","75+ years",61,175827,34.69,"Finland2014",272609288690,52832,"Silent"
"2210","Finland",2014,"male","25-34 years",110,356059,30.89,"Finland2014",272609288690,52832,"Millenials"
"2211","Finland",2014,"male","35-54 years",207,708947,29.2,"Finland2014",272609288690,52832,"Generation X"
"2212","Finland",2014,"male","55-74 years",157,654576,23.98,"Finland2014",272609288690,52832,"Boomers"
"2213","Finland",2014,"male","15-24 years",63,332717,18.94,"Finland2014",272609288690,52832,"Millenials"
"2214","Finland",2014,"female","25-34 years",37,336774,10.99,"Finland2014",272609288690,52832,"Millenials"
"2215","Finland",2014,"female","35-54 years",60,687641,8.73,"Finland2014",272609288690,52832,"Generation X"
"2216","Finland",2014,"female","55-74 years",59,700011,8.43,"Finland2014",272609288690,52832,"Boomers"
"2217","Finland",2014,"female","15-24 years",22,318826,6.9,"Finland2014",272609288690,52832,"Millenials"
"2218","Finland",2014,"female","75+ years",11,294322,3.74,"Finland2014",272609288690,52832,"Silent"
"2219","Finland",2014,"female","5-14 years",1,290448,0.34,"Finland2014",272609288690,52832,"Generation Z"
"2220","Finland",2014,"male","5-14 years",1,303796,0.33,"Finland2014",272609288690,52832,"Generation Z"
"2221","Finland",2015,"male","75+ years",53,178936,29.62,"Finland2015",232464833066,44862,"Silent"
